sim	freq	amp
/sims/1.csv	1	0.3333333333333333
/sims/2.csv	1	0.33666666666666667
/sims/3.csv	1	0.34
/sims/4.csv	1	0.3433333333333333
/sims/5.csv	1	0.3466666666666667
/sims/6.csv	1	0.35000000000000003
/sims/7.csv	1	0.35333333333333333
/sims/8.csv	1	0.3566666666666667
/sims/9.csv	1	0.36000000000000004
/sims/10.csv	1	0.36333333333333334
/sims/11.csv	1	0.3666666666666667
/sims/12.csv	1	0.37000000000000005
/sims/13.csv	1	0.37333333333333335
/sims/14.csv	1	0.37666666666666665
/sims/15.csv	1	0.38000000000000006
/sims/16.csv	1	0.3833333333333333
/sims/17.csv	1	0.38666666666666666
/sims/18.csv	1	0.38999999999999996
/sims/19.csv	1	0.3933333333333333
/sims/20.csv	1	0.39666666666666667
/sims/21.csv	1	0.39999999999999997
/sims/22.csv	1	0.4033333333333333
/sims/23.csv	1	0.4066666666666667
/sims/24.csv	1	0.41
/sims/25.csv	1	0.41333333333333333
/sims/26.csv	1	0.4166666666666667
/sims/27.csv	1	0.42
/sims/28.csv	1	0.42333333333333334
/sims/29.csv	1	0.4266666666666667
/sims/30.csv	1	0.43
/sims/31.csv	1	0.43333333333333335
/sims/32.csv	1	0.4366666666666667
/sims/33.csv	1	0.44
/sims/34.csv	1	0.44333333333333336
/sims/35.csv	1	0.4466666666666667
/sims/36.csv	1	0.45
/sims/37.csv	1	0.4533333333333333
/sims/38.csv	1	0.4566666666666667
/sims/39.csv	1	0.45999999999999996
/sims/40.csv	1	0.4633333333333334
/sims/41.csv	1	0.4666666666666666
/sims/42.csv	1	0.47000000000000003
/sims/43.csv	1	0.47333333333333333
/sims/44.csv	1	0.4766666666666666
/sims/45.csv	1	0.48
/sims/46.csv	1	0.48333333333333334
/sims/47.csv	1	0.48666666666666664
/sims/48.csv	1	0.49
/sims/49.csv	1	0.49333333333333335
/sims/50.csv	1	0.49666666666666665
/sims/51.csv	1	0.5
/sims/52.csv	1	0.5033333333333333
/sims/53.csv	1	0.5066666666666667
/sims/54.csv	1	0.51
/sims/55.csv	1	0.5133333333333333
/sims/56.csv	1	0.5166666666666667
/sims/57.csv	1	0.52
/sims/58.csv	1	0.5233333333333333
/sims/59.csv	1	0.5266666666666667
/sims/60.csv	1	0.5299999999999999
/sims/61.csv	1	0.5333333333333333
/sims/62.csv	1	0.5366666666666666
/sims/63.csv	1	0.54
/sims/64.csv	1	0.5433333333333333
/sims/65.csv	1	0.5466666666666667
/sims/66.csv	1	0.5499999999999999
/sims/67.csv	1	0.5533333333333333
/sims/68.csv	1	0.5566666666666666
/sims/69.csv	1	0.56
/sims/70.csv	1	0.5633333333333334
/sims/71.csv	1	0.5666666666666668
/sims/72.csv	1	0.57
/sims/73.csv	1	0.5733333333333334
/sims/74.csv	1	0.5766666666666667
/sims/75.csv	1	0.58
/sims/76.csv	1	0.5833333333333334
/sims/77.csv	1	0.5866666666666667
/sims/78.csv	1	0.59
/sims/79.csv	1	0.5933333333333334
/sims/80.csv	1	0.5966666666666667
/sims/81.csv	1	0.6
/sims/82.csv	1	0.6033333333333334
/sims/83.csv	1	0.6066666666666667
/sims/84.csv	1	0.61
/sims/85.csv	1	0.6133333333333333
/sims/86.csv	1	0.6166666666666667
/sims/87.csv	1	0.62
/sims/88.csv	1	0.6233333333333334
/sims/89.csv	1	0.6266666666666666
/sims/90.csv	1	0.63
/sims/91.csv	1	0.6333333333333333
/sims/92.csv	1	0.6366666666666667
/sims/93.csv	1	0.64
/sims/94.csv	1	0.6433333333333334
/sims/95.csv	1	0.6466666666666666
/sims/96.csv	1	0.65
/sims/97.csv	1	0.6533333333333333
/sims/98.csv	1	0.6566666666666666
/sims/99.csv	1	0.66
/sims/100.csv	1	0.6633333333333333
/sims/101.csv	1	0.6666666666666666
/sims/102.csv	2	0.3333333333333333
/sims/103.csv	2	0.33666666666666667
/sims/104.csv	2	0.34
/sims/105.csv	2	0.3433333333333333
/sims/106.csv	2	0.3466666666666667
/sims/107.csv	2	0.35000000000000003
/sims/108.csv	2	0.35333333333333333
/sims/109.csv	2	0.3566666666666667
/sims/110.csv	2	0.36000000000000004
/sims/111.csv	2	0.36333333333333334
/sims/112.csv	2	0.3666666666666667
/sims/113.csv	2	0.37000000000000005
/sims/114.csv	2	0.37333333333333335
/sims/115.csv	2	0.37666666666666665
/sims/116.csv	2	0.38000000000000006
/sims/117.csv	2	0.3833333333333333
/sims/118.csv	2	0.38666666666666666
/sims/119.csv	2	0.38999999999999996
/sims/120.csv	2	0.3933333333333333
/sims/121.csv	2	0.39666666666666667
/sims/122.csv	2	0.39999999999999997
/sims/123.csv	2	0.4033333333333333
/sims/124.csv	2	0.4066666666666667
/sims/125.csv	2	0.41
